cluster,cluster_size,cluster_share,posts_created_per_week,creator_post_ratio,broadcast_ratio,sessions_per_day,daily_active_minutes_instagram
0,530100,0.3424648684407738,6.270531975099038,0.5929872929118281,0.020237178508800968,10.909179400113187,205.21160724391623
1,449836,0.29061125553654765,3.27806356094221,0.6338106986218532,0.018107333852767478,4.971233960821277,92.70165793755946
2,144402,0.09328921322879573,5.1763548981316045,2.1356651937317372,0.045827700784959256,1.4352917549618427,20.244553399537402
3,423558,0.27363466279388277,8.688082859962508,0.5277896739570185,0.021234912393565532,18.325036948894837,325.7017268001077
